year,artist,song,position,category
2023,Mr. Rain,Supereroi,3,Campioni
2023,Ultimo,Alba,4,Campioni
2023,Tananai,Tangenziale (Abissale),5,Campioni
2023,Giorgia,Parole dette male,6,Campioni
2023,Madame,Il bene nel male,7,Campioni
2023,Rosa Chemical,Made in Italy,8,Campioni
2023,Elodie,Due,9,Campioni
2023,Colapesce Dimartino,Splash,10,Campioni
2023,Modà,Lasciami,11,Campioni
2023,Gianluca Grignani,Quando ti manca il fiato,12,Campioni
2023,Coma_Cose,L'addio,13,Campioni
2023,Ariete,Mare di guai,14,Campioni
2023,LDA,Se poi domani,15,Campioni
2023,Articolo 31,Un bel viaggio,16,Campioni
2023,Paola & Chiara,Furore,17,Campioni
2023,Leo Gassmann,Terzo cuore,18,Campioni
2023,Mara Sattei,Duemilaminuti,19,Campioni
2023,Colla Zio,Non mi va,20,Campioni
2023,Cugini di Campagna,Lettera 22,21,Campioni
2023,gIANMARIA,Mostro,22,Campioni
2023,Levante,Vivo,23,Campioni
2023,Olly,Polvere,24,Campioni
2023,Anna Oxa,Sali (Canto dell'anima),25,Campioni
2023,Will,Stupido,26,Campioni
2023,Shari,Egoista,27,Campioni
2023,Sethu,Cause perse,28,Campioni
2024,Angelina Mango,La noia,1,Campioni
2024,Geolier,I p' me tu p' te,2,Campioni
2024,Annalisa,Sinceramente,3,Campioni
2024,Ghali,Casa mia,4,Campioni
2024,Irama,Tu no,5,Campioni
2024,Mahmood,Tuta gold,6,Campioni
2024,Loredana Bertè,Pazza,7,Campioni
2024,Il Volo,Capolavoro,8,Campioni
2024,Alessandra Amoroso,Fino a qui,9,Campioni
2024,Alfa,Vai!,10,Campioni
2024,Gazzelle,Tutto qui,11,Campioni
2024,Il Tre,Fragili,12,Campioni
2024,Diodato,Ti muovi,13,Campioni
2024,Emma,Apnea,14,Campioni
2024,Fiorella Mannoia,Mariposa,15,Campioni
2024,The Kolors,Un ragazzo una ragazza,16,Campioni
2024,Mr. Rain,Due altalene,17,Campioni
2024,Santi Francesi,L'amore in bocca,18,Campioni
2024,Rose Villain,Click boom!,19,Campioni
2024,BNKR44,Governo Punk,20,Campioni
2024,BigMama,La rabbia non ti basta,21,Campioni
2024,Ricchi e Poveri,Ma non tutta la vita,22,Campioni
2024,Negramaro,Ricominciamo tutto,23,Campioni
2024,Dargen D'Amico,Onda alta,24,Campioni
2024,Clara,Diamanti grezzi,25,Campioni
2024,Renga Nek,Pazzo di te,25,Campioni
2024,Maninni,Spettacolare,26,Campioni
2024,La Sad,Autodistruttivo,27,Campioni
2024,Fred De Palma,Il cielo non ci vuole,28,Campioni
2024,Sangiovanni,Finiscimi,29,Campioni
2025,Achille Lauro,I am,TBD,Campioni
2025,Gaia,Sesso e samba (solo),TBD,Campioni
2025,Arisa,TBA,TBD,Campioni
2025,Coma_Cose,TBA,TBD,Campioni
2025,Francesco Gabbani,TBA,TBD,Campioni
2025,Elodie,TBA,TBD,Campioni
2025,Brunori Sas,TBA,TBD,Campioni
2025,Noemi,TBA,TBD,Campioni
2025,Modà,TBA,TBD,Campioni
2025,Francesca Michielin,TBA,TBD,Campioni
2025,Fedez,TBA,TBD,Campioni
2025,Emis Killa,TBA,TBD,Campioni
2025,Rose Villain,TBA,TBD,Campioni
2025,Bresh,TBA,TBD,Campioni
2025,The Kolors,TBA,TBD,Campioni
2025,Shablo feat. Guè e Joshua,TBA,TBD,Campioni
2025,Olly,TBA,TBD,Campioni
2025,Petit,TBA,TBD,Campioni
2025,Sarah Toscano,TBA,TBD,Campioni
2025,Simona Molinari,TBA,TBD,Campioni
2025,Clara,TBA,TBD,Campioni
2025,Giorgia,TBA,TBD,Campioni
2025,Lucio Corsi,TBA,TBD,Campioni
